,site,year,species,nestID,loc_Year_nestID,plot,Nest_location_northing_WGS84_Dec_degree,Nest_location_Easting_WGS84_Dec_degree,Photo_taken,temp_probe,Trapped(y/n),First_Trapping_date,Second_Trapping_date,Third_Trapping_date,Mayfield_start_date (formula),Mayfield_end date (formula),Mayfield_end_date (formula)_source,Mayfield_days (formula),Fate ,fail cause,Completed_Clutch_Size,Observed_Clutch_Completion_date,#_of_Eggs_Hatched,Hatch_Date,Method_Hatch_Date_Determined,Estimated Nest Initiation Date,Estimated_nest_initiation_date_source,Inc_duration_used_for_estimated_nest_initiation_calculation,Clutch_size_when_nest_found,Clutch_status_when_nest_found,Date Found ,Last Active,Last Checked,June 1st,June 2nd,June 3rd,June 4th,June 5th,June 6th,June 7th,June 8th,June 9th,June 10th,June 11th,June 12th,June 13th,June 14th,June 15th,June 16th,June 17th,June 18th,June 19th,June 20th,June 21st,June 22nd,June 23rd,June 24th,June 25th,June 26th,June 27th,June 28th,June 29th,June 30th,July 1st,July 2nd,July 3rd,July 4th,July 5th,July 6th,July 7th,July 8th,July 9th,July 10th,July 11th,July 12th,July 13th,July 14th,July 15th,July 16th,July 17th,July 18th,July 19th,July 20th,July 21st,July 22nd,July 23rd,July 24th,July 25th,July 26th,July 27th,July 28th,July 29th,July 30th,July 31st,August 1st,August 2nd,August 3rd,August 4th,August 5th,Notes_Field,,
,East Bay Mainland,2017,KIEI,KET01,e2017-KET01,C,63.98166667,-81.70578,n,,,,,,14-Jun-2017,09-Jul-2017,date between last active and last checked,25,success,na,2,,2,,,,,23,2,unknown,14-Jun-2017,07-Jul-2017,12-Jul-2017,,,,,,,,,,,,,,2e active,,,,,active,,,,,,,active,,,,,,,,active,,,,,,,check,hatched,,,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2017,KIEI,KET02,e2017-KET02,D,63.97486111,-81.71158,n,,,,,,24-Jun-2017,05-Jul-2017,date between last active and last checked,11,failed,predated,5,,0,,,,,23,5,complete,24-Jun-2017,30-Jun-2017,10-Jul-2017,,,,,,,,,,,,,,,,,,,,,,,,5e active,,,,,,active,,,,,,,,,,failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2017,KIEI,KET03,e2017-KET03,H,63.98702778,-81.73289,n,,,,,,25-Jun-2017,28-Jun-2017,date between last active and last checked,3,failed,predated,2,,0,,,,,23,2,unknown,25-Jun-2017,25-Jun-2017,02-Jul-2017,,,,,,,,,,,,,,,,,,,,,,,,,2e active,,,,,,,failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2017,KIEI,KET05,e2017-KET05,E,63.99127778,-81.66553,n,,,,,,28-Jun-2017,01-Jul-2017,date between last active and last checked,3,failed,predated,4,,0,,,,,23,4,complete,28-Jun-2017,28-Jun-2017,05-Jul-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,4e active,,,,,,,failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2017,KIEI,KEW01,e2017-KEW01,E,63.99344444,-81.66722,n,,,,,,29-Jun-2017,02-Jul-2017,date between last active and last checked,3,failed,predated,6,,0,,,,,23,6,complete,29-Jun-2017,29-Jun-2017,06-Jul-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6e active,,,,,,,failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2017,LALO,LLGH01,e2017-LLGH01,G,63.96883333,-81.70797,n,,n,,,,17-Jun-2017,20-Jun-2017,date between last active and last checked,3,failed,predated,2,,0,,,,,10.5,2,unknown,17-Jun-2017,17-Jun-2017,24-Jun-2017,,,,,,,,,,,,,,,,,2e active,,,,,,,"0e, failed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2017,LALO,LLGH02,e2017-LLGH02,B,63.98408333,-81.68467,n,,n,,,,25-Jun-2017,02-Jul-2017,date between last active and last checked,7,failed,predated,5,,0,,,,,10.5,5,unknown,25-Jun-2017,02-Jul-2017,02-Jul-2017,,,,,,,,,,,,,,,,,,,,,,,,,"5e, active",,,,,,,failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2017,LALO,LLLW01,e2017-LLLW01,A,63.98333333,-81.65931,n,,n,,,,28-Jun-2017,06-Jul-2017,hatch date,8,success,na,6,,5,06-Jul-2017,chick seen,03-Jul-2017,hatch_date_minus_incubation_duration,10.5,6,complete,28-Jun-2017,06-Jul-2017,06-Jul-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3 chicks, 3 eggs!",,,,,,,,5 big chicks!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2017,PAJA,PJLW01,e2017-PJLW01,C,63.97902778,-81.69761,n,,,,,,24-Jun-2017,16-Jul-2017,date between last active and last checked,22,success,na,2,,2,,,,,24,2,complete,24-Jun-2017,16-Jul-2017,16-Jul-2017,,,,,,,,,,,,,,,,,,,,,,,,2e active,,,,,,2e active,,,,,,,2e active,,,,,,,,,hatched!,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2017,PALO,PALOLW01,e2017-PALOLW01,D,63.97961111,-81.71986,n,,,,,,10-Jul-2017,18-Jul-2017,hatch date,8,success,na,1,,1,18-Jul-2017,chick seen,15-Jul-2017,hatch_date_minus_incubation_duration,28,,unknown,10-Jul-2017,10-Jul-2017,18-Jul-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,,,,,,,check,hatch!  1 chick seen with adult in water,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2017,PALO,PLGH01,e2017-PLGH01,K,63.99286111,-81.70947,n,,,,,,22-Jun-2017,15-Jul-2017,date between last active and last checked,23,failed,predated,,,0,,,,,28,,unknown,22-Jun-2017,13-Jul-2017,18-Jul-2017,,,,,,,,,,,,,,,,,,,,,,"active, eggs unk",,,,,,,,,,,,,,,,,,,,,active,,,,,failed,,,,,,check,,,,,,,,,,,,,,,
,East Bay Mainland,2017,REPH,RPGH01,e2017-RPGH01,F,63.99169444,-81.68883,n,y,y,22-Jun-2017,,,19-Jun-2017,23-Jun-2017,date between last active and last checked,4,failed,predated,4,19-Jun-2017,0,,,19-Jun-2016,Date_found_minus _incomplete_clutch_size+1,19,2,incomplete,17-Jun-2017,22-Jun-2017,25-Jun-2017,,,,,,,,,,,,,,,,,2e active,,"4e active, temp probe 9:05",,,"active, male banded",,,"failed, egg shells found by nest",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2017,REPH,RPGH02,e2017-RPGH02,B,63.98163889,-81.67642,y,y,y,20-Jun-2017,,,19-Jun-2017,03-Jul-2017,hatch date,14,success,na,4,10-Jun-2017,4,03-Jul-2017,chick seen,11-Jun-2017,hatch_date_minus_incubation_duration,19,4,complete,19-Jun-2017,03-Jul-2017,03-Jul-2017,,,,,,,,,,,,,,,,,,,4e active,4e active - band male,4e active,,,4e active,,,,4e active; no hatch signs,,"4e, each with 1 star","4e active, each multiple stars",4e active; hole in one egg,"success, chicks seen",temp probe removed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2017,REPH,RPGH03,e2017-RPGH03,C,63.98344444,-81.69789,n,y,n,,,,21-Jun-2017,23-Jun-2017,date between last active and last checked,2,failed,predated,1,24-Jun-2017,0,,,21-Jun-2017,egg floating,19,1,unknown,21-Jun-2017,21-Jun-2017,25-Jun-2017,,,,,,,,,,,,,,,,,,,,,1e active,,,,"failed, depredation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2017,REPH,RPGH04,e2017-RPGH04,A,63.98555556,-81.65789,y,y,n,,,,24-Jun-2017,10-Jul-2017,hatch date,16,success,na,4,24-Jun-2017,3,10-Jul-2017,estimate,18-Jun-2017,egg floating,19,3,incomplete,24-Jun-2017,04-Jul-2017,10-Jul-2017,,,,,,,,,,,,,,,,,,,,,,,,"3e, active",,"4e active, temp probe deployed",,,,3e active,,,,3e active,,,,hatch?,hatch?,"hatch confirmed, eggshell fragments found",,surveyed,,,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2017,REPH,RPGH05,e2017-RPGH05,A,63.98480556,-81.66386,y,y,n,,,,26-Jun-2017,26-Jun-2017,date between last active and last checked,0,failed,predated,4,25-Jun-2017,0,,,22-Jun-2017,egg floating,19,4,complete,26-Jun-2017,26-Jun-2017,27-Jun-2017,,,,,,,,,,,,,,,,,,,,,,,,,,4e active,failed,,,,,,,,,,,,,,,surveyed,,,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2017,REPH,RPGH06,e2017-RPGH06,A,63.98888889,-81.64900,y,y,y,28-Jun-2017,,,27-Jun-2017,30-Jun-2017,date between last active and last checked,3,failed,predated,4,22-Jun-2017,0,,,19-Jun-2017,egg floating,19,4,complete,27-Jun-2017,28-Jun-2017,03-Jul-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,4e active,temp probe at 13:05; 4e active; banded,,,,,"failed, predation, retrieve temp probe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2017,REPH,RPGH07,e2017-RPGH07,I,63.99972222,-81.66911,y,y,y,04-Jul-2017,,,28-Jun-2017,07-Jul-2017,date between last active and last checked,9,failed,predated,4,24-Jun-2017,0,,,21-Jun-2017,egg floating,19,4,complete,28-Jun-2017,04-Jul-2017,10-Jul-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,4e active,temp probe @ 10:00am,,,,,"male banded, 4e active",,,,,,"0e, no signs of hatch",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2017,REPH,RPGH08,e2017-RPGH08,G,63.98822222,-81.70236,n,,n,,,,30-Jun-2017,02-Jul-2017,date between last active and last checked,2,failed,predated,1,08-Jun-2017,0,,,05-Jun-2017,egg floating,19,1,unknown,30-Jun-2017,30-Jun-2017,04-Jul-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1e active,,,,"0e , no sign of adult",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2017,REPH,RPGH09,e2017-RPGH09,A,63.98855556,-81.66181,y,y,y,13-Jul-2017,,,01-Jul-2017,15-Jul-2017,hatch date,14,success,na,4,23-Jun-2017,1,15-Jul-2017,chick seen,23-Jun-2017,hatch_date_minus_incubation_duration,19,4,complete,01-Jul-2017,15-Jul-2017,21-Jul-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4e, active",temp probe in,,,,,,,,4e active - small star?,"tp replaced at 10:54, 4e, 1 with star","4e, no signs of hatch","male banded, no hs 4e active",,1 hatched; 2e still in cup,,,"2e in nest; 1e no sign of hatch, 1e pip, chick dead in egg. No sign of male/chicks",,,"2e with same signs, cold, butts still in",,,,,,,,,,,,,,,,,,
,East Bay Mainland,2017,REPH,RPGH10,e2017-RPGH10,A,63.98758333,-81.66375,y,y,n,,,,01-Jul-2017,07-Jul-2017,date between last active and last checked,6,failed,predated,4,29-Jun-2017,0,,,26-Jun-2017,egg floating,19,4,complete,01-Jul-2017,02-Jul-2017,12-Jul-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4e, active",4e active,,,,,,,,,,surveyed,,,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2017,REPH,RPGH11,e2017-RPGH11,F,63.99580556,-81.68425,y,y,y,04-Jul-2017,,,03-Jul-2017,05-Jul-2017,hatch date,2,success,na,4,21-Jun-2017,4,05-Jul-2017,chick seen,13-Jun-2017,hatch_date_minus_incubation_duration,19,4,complete,03-Jul-2017,04-Jul-2017,05-Jul-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4e active,"TP, band, 2pip, 1 almost pip, 2 stars, male banded","nest empty, banded male with chicks 100m from nest. TP collected @17:30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2017,REPH,RPGH12,e2017-RPGH12,A,63.98544444,-81.65931,y,y,y,06-Jul-2017,,,05-Jul-2017,08-Jul-2017,date between last active and last checked,3,failed,predated,4,05-Jul-2017,0,,,02-Jul-2017,egg floating,19,4,complete,05-Jul-2017,06-Jul-2017,11-Jul-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4e active,tp and banded @16:00,,,,,"failed, retrieved tp",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2017,REPH,RPGH13,e2017-RPGH13,J,63.99608333,-81.69467,y,y,n,,,,05-Jul-2017,08-Jul-2017,date between last active and last checked,3,failed,predated,4,01-Jul-2017,0,,,28-Jun-2017,egg floating,19,4,complete,05-Jul-2017,06-Jul-2017,11-Jul-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4e active,temp probe at 12:27,,,,,failed,temp probe retrieved,,,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2017,REPH,RPGH14,e2017-RPGH14,F,63.99,-81.67386,y,,n,,,,06-Jul-2017,08-Jul-2017,date between last active and last checked,2,failed,predated,4,27-Jun-2017,0,,,24-Jun-2017,egg floating,19,4,complete,06-Jul-2017,06-Jul-2017,10-Jul-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4e active,,,,"0e, no sign of aduly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2017,REPH,RPGH15,e2017-RPGH15,K,63.99605556,-81.72153,y,,n,,,,06-Jul-2017,08-Jul-2017,date between last active and last checked,2,failed,predated,4,28-Jun-2017,0,,,25-Jun-2017,egg floating,19,4,complete,06-Jul-2017,06-Jul-2017,10-Jul-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4e active,temp probe,temp probe,temp probe,failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2017,REPH,RPGH16,e2017-RPGH16,A,63.98702778,-81.66094,y,y,y,16-Jul-2017,,,14-Jul-2017,20-Jul-2017,date between last active and last checked,6,failed,predated,4,01-Jul-2017,0,,,28-Jun-2017,egg floating,19,4,complete,14-Jul-2017,19-Jul-2017,21-Jul-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4e active," 4e active, temp probe at 13:41; no signs of hatch","4e active, banded male.  No hs","4e in nest, 2e left in nest with butts in: 2e crushed (by geese?); 1e crushed with sign of chick in egg, 1e crushed with no sign of chick. 1e slightly damaged. 1e fine! ",2e with butts out; no hatch signs,2e turned back in. no signs of hatch. Male flushed,,"0e, no sign of hatch",,,,,,,,,,,,,,,,,,
,East Bay Mainland,2017,REPH,RPLK01,e2017-RPLK01,F,63.99138889,-81.69303,y,,n,,,,16-Jun-2017,16-Jun-2017,date last active,0,unknown,na,3,,unk,,,16-Jun-2017,egg floating,19,3,unknown,16-Jun-2017,16-Jun-2017,15-Jul-2017,,,,,,,,,,,,,,,,"3e active - not entered into computer, than therefore not checked until habitat survey on July 15.  No signs of hatch but not definitive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2017,REPH,RPLK02,e2017-RPLK02,OUT (B),63.97794444,-81.67642,y,,n,,,,17-Jun-2017,18-Jun-2017,date between last active and last checked,1,failed,predated,2,19-Jun-2017,0,,,19-Jun-2017,egg floating,19,2,unknown,17-Jun-2017,17-Jun-2017,19-Jun-2017,,,,,,,,,,,,,,,,,2e active,,failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2017,REPH,RPLK03,e2017-RPLK03,C,63.97877778,-81.68672,y,y,n,,,,17-Jun-2017,18-Jun-2017,date between last active and last checked,1,failed,predated,1,,0,,,,,19,1,unknown,17-Jun-2017,17-Jun-2017,20-Jun-2017,,,,,,,,,,,,,,,,,1e active-no adult seen,,,failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2017,REPH,RPLK04,e2017-RPLK04,C,63.97777778,-81.69217,y,,n,,,,17-Jun-2017,18-Jun-2017,date between last active and last checked,1,failed,predated,4,,0,,,11-Jun-2017,egg floating,19,4,complete,17-Jun-2017,17-Jun-2017,19-Jun-2017,,,,,,,,,,,,,,,,,4e active,,"failed, predation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2017,REPH,RPLK05,e2017-RPLK05,C,63.98066667,-81.67603,y,y,n,,,,20-Jun-2017,22-Jun-2017,date between last active and last checked,2,failed,predated,4,20-Jun-2017,0,,,19-Jun-2017,egg floating,19,3,incomplete,19-Jun-2017,20-Jun-2017,24-Jun-2017,,,,,,,,,,,,,,,,,,,3e active,temp probe in at 11:09 - 4e active,,,,"failed, egg shells present at nest",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2017,REPH,RPLK06,e2017-RPLK06,B,63.97966667,-81.67719,y,y,n,,,,21-Jun-2017,05-Jul-2017,date between last active and last checked,14,failed,predated,3,21-Jun-2017,0,,,18-Jun-2017,egg floating,19,1,incomplete,19-Jun-2017,03-Jul-2017,07-Jul-2017,,,,,,,,,,,,,,,,,,,1e active,,,,,"3e, active, temp probe depoyed at 10:20am",,,,1e warm in nest; not banded,,,,,active,,,,failed; fox tracks near nest cup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2017,REPH,RPLK07,e2017-RPLK07,B,63.98552778,-81.67111,y,y,y,26-Jun-2017,,,24-Jun-2017,28-Jun-2017,date between last active and last checked,4,failed,predated,4,24-Jun-2017,0,,,21-Jun-2017,egg floating,19,4,complete,24-Jun-2017,26-Jun-2017,30-Jun-2017,,,,,,,,,,,,,,,,,,,,,,,,4e active,"4e active, temp probe deployed",male banded,,,,"failed - signs of fox caching, broken egg near cache.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2017,REPH,RPLK08,e2017-RPLK08,F,63.98994444,-81.69225,y,y,y,29-Jun-2017,,,25-Jun-2017,04-Jul-2017,date between last active and last checked,9,failed,predated,4,14-Jun-2017,0,,,11-Jun-2017,egg floating,19,4,complete,25-Jun-2017,03-Jul-2017,06-Jul-2017,,,,,,,,,,,,,,,,,,,,,,,,,4e active,"TP, 4e active",catch?,"band attempt, escaped","3e active (PAJA took one); no hatch signs, male banded",,"3e active, no hatch signs",,"3e active, no hatch signs",,no signs of hatch,failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2017,REPH,RPLK09,e2017-RPLK09,L,63.99788889,-81.72889,y,y,n,,,,28-Jun-2017,18-Jul-2017,hatch date,20,success,na,4,28-Jun-2017,2,18-Jul-2017,chick seen,26-Jun-2017,hatch_date_minus_incubation_duration,19,2,incomplete,26-Jun-2017,18-Jul-2017,19-Jul-2017,,,,,,,,,,,,,,,,,,,,,,,,,,2e active,,,4e active (could not TP),,,,,,"4e active, male not seen",,,,,active,,,no hs,"no hs, no male seen, eggs cool",,"1e w pip, signs of hatch, no adult seen, eggs turned butt in",hatch?,"hatched! 2chicks seen, 1e pipping, 1e dented",2e in cup; shell fragments from other two hatched,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2017,REPH,RPLW01,e2017-RPLW01,F,63.99230556,-81.69606,y,y,y,28-Jun-2017,,,21-Jun-2017,29-Jun-2017,date between last active and last checked,8,failed,predated,3,14-Jun-2017,0,,,11-Jun-2017,egg floating,19,3,complete,21-Jun-2017,28-Jun-2017,30-Jun-2017,,,,,,,,,,,,,,,,,,,,,3e active,,,3e active; temp probe at 14:03; photo not raw,,,,male banded,,failed,,no signs of hatch,,"failed, pstick in nest apon arrival?","some confusion, as nest was reported as not having hs after having been reported as failed.  Later report likely from a different nest and mistakenly written for this nest.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2017,REPH,RPLW02,e2017-RPLW02,D,63.97411111,-81.72103,y,,y,30-Jun-2017,,,30-Jun-2017,30-Jun-2017,date between last active and last checked,0,failed,predated,4,26-Jun-2017,0,,,23-Jun-2017,egg floating,19,4,complete,30-Jun-2017,30-Jun-2017,01-Jul-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4e active, banded","0e, male present in area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2017,REPH,RPLW03,e2017-RPLW03,C,63.97936111,-81.69050,y,y,n,,,,02-Jul-2017,06-Jul-2017,date between last active and last checked,4,failed,predated,4,22-Jun-2017,0,,,19-Jun-2017,egg floating,19,4,complete,02-Jul-2017,05-Jul-2017,07-Jul-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4e active,,,"4e active, tp deployed",,"failed, predation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2017,REPH,RPLW04,e2017-RPLW04,A,63.98558333,-81.64986,y,y,y,03-Jul-2017,,,02-Jul-2017,17-Jul-2017,hatch date,15,success,na,4,28-Jun-2017,4,17-Jul-2017,chick seen,25-Jun-2017,hatch_date_minus_incubation_duration,19,4,complete,02-Jul-2017,16-Jul-2017,18-Jul-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4e active,male banded,3e active,,,,,,4e active,,,active; no hatch signs,"4e, no sign of hatch",,1pip 3 stars,,hatched! Eggs frags in nest,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2017,REPH,RPLW05,e2017-RPLW05,A,63.98536111,-81.65014,y,,y,03-Jul-2017,,,02-Jul-2017,03-Jul-2017,date between last active and last checked,1,failed,predated,4,22-Jun-2017,0,,,22-Jun-2017,egg floating,19,4,complete,02-Jul-2017,03-Jul-2017,04-Jul-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4e active,male banded,"0e, no sign of bird",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2017,REPH,RPLW06,e2017-RPLW06,A,63.98613889,-81.64808,y,y,y,03-Jul-2017,,,02-Jul-2017,07-Jul-2017,date between last active and last checked,5,failed,predated,4,29-Jun-2017,0,,,26-Jun-2017,egg floating,19,4,complete,02-Jul-2017,04-Jul-2017,11-Jul-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4e active,male banded,TP deployed at 16:00,,,,,,nest no found,"failed, retrieved tp",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2017,REPH,RPLW07,e2017-RPLW07,I,63.99902778,-81.67656,n,,n,,,,03-Jul-2017,04-Jul-2017,date between last active and last checked,1,failed,predated,2,,0,,,02-Jul-2017,Date_found_minus _incomplete_clutch_size+1,19,2,unknown,03-Jul-2017,03-Jul-2017,06-Jul-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2e active,,,failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2017,REPH,RPLW08,e2017-RPLW08,F,63.99072222,-81.69289,y,y,n,,,,04-Jul-2017,11-Jul-2017,date between last active and last checked,7,failed,predated,4,27-Jun-2017,0,,,29-Jun-2017,egg floating,19,4,complete,04-Jul-2017,10-Jul-2017,13-Jul-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4e active,tp deployed18:10,,,,,4e active,,,"failed, predation, fox scat in nest, tp retrieved",,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2017,REPH,RPLW09,e2017-RPLW09,F,63.994,-81.69217,n,y,n,,,,04-Jul-2017,07-Jul-2017,date between last active and last checked,3,failed,predated,2,,0,,,,,19,2,unknown,04-Jul-2017,04-Jul-2017,10-Jul-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2e active,,,,,,"0e, inactive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2017,REPH,RPLW10,e2017-RPLW10,I,64.00202778,-81.66725,y,,y,13-Jul-2017,,,05-Jul-2017,19-Jul-2017,date between last active and last checked,14,failed,predated,4,,0,,,,,19,4,complete,05-Jul-2017,16-Jul-2017,22-Jul-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4e active, 1e w/hatch signs",,,,,"4e active, no hatch signs",,4e active no hs,"male banded, 4e active no hs",,"no hatch signs, eggs not very warm but not cold",4e active no hs,,,,,,failed,,,,,,,,,,,,,,,,,
,East Bay Mainland,2017,REPH,RPLW11,e2017-RPLW11,B,63.98480556,-81.67169,y,,n,,,,06-Jul-2017,08-Jul-2017,date between last active and last checked,2,failed,predated,4,25-Jun-2017,0,,,22-Jun-2017,egg floating,19,4,complete,06-Jul-2017,06-Jul-2017,10-Jul-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4e active,temp probe,temp probe,temp probe,"0e, no sign of adult, no eggshell fragments",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2017,REPH,RPN02,e2017-RPN02,C,63.98225,-81.70089,n,y,n,,,,20-Jun-2017,21-Jun-2017,date between last active and last checked,1,failed,predated,2,,0,,,,,19,2,unknown,20-Jun-2017,20-Jun-2017,22-Jun-2017,,,,,,,,,,,,,,,,,,,,2e active,,failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2017,REPH,RPN03,e2017-RPN03,F,63.99011111,-81.69442,y,,n,,,,21-Jun-2017,29-Jun-2017,date between last active and last checked,8,failed,predated,3,19-Jun-2017,0,,,16-Jun-2017,egg floating,19,3,complete,21-Jun-2017,26-Jun-2017,02-Jul-2017,,,,,,,,,,,,,,,,,,,,,3e active,,,3e active; temp probe at 14:20; photo not raw,,"3e active, temp probe rearranged",,,,,,failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eggs photos are nt the same order # as measured,,
,East Bay Mainland,2017,REPH,RPT01,e2017-RPT01,G,63.98608333,-81.69467,y,y,y,30-Jun-2017,,,26-Jun-2017,02-Jul-2017,date between last active and last checked,6,failed,predated,1,22-Jun-2017,0,,,19-Jun-2017,egg floating,19,4,complete,26-Jun-2017,30-Jun-2017,05-Jul-2017,,,,,,,,,,,,,,,,,,,,,,,,,,"4e active, temp probe deployed 15:56",,,,"male banded, 4e active",,,,,failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2017,REPH,RPT02,e2017-RPT02,F,63.99025,-81.69428,y,y,y,04-Jul-2017,,,29-Jun-2017,07-Jul-2017,date between last active and last checked,8,failed,predated,,26-Jun-2017,0,,,23-Jun-2017,egg floating,19,3,complete,29-Jun-2017,04-Jul-2017,10-Jul-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3e active,"3e active, temp deployed",,,"3e active, male not seen","3e active, male banded",,,,,,"0e, fox poop found by nest",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2017,REPH,RPT03,e2017-RPT03,E,63.98883333,-81.67089,y,y,n,,,,03-Jul-2017,10-Jul-2017,hatch date,7,success,na,4,21-Jun-2017,1,10-Jul-2017,chick seen,18-Jun-2017,hatch_date_minus_incubation_duration,19,4,complete,03-Jul-2017,10-Jul-2017,10-Jul-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4e active,temp probe in at 15:19,,no hatch signs,,,,"1e, fully pipping, male observed, no other chicks seen",,surveyed,,,,,,,,,,,,,,,,,,,,,,,,,,,
